"card_type","card_name","banned","dealt","drafted","played","won","ADP","PWR"
"MinorImprovement","Rope Fences","0","1,127","1,107","989","260","3.0","3.3"
"MinorImprovement","Rotherham Plow","0","1,407","1,167","954","198","3.7","2.0"
"MinorImprovement","Rotten Plow","0","1,225","414","302","77","5.2","0.9"
"MinorImprovement","Ruins","0","1,440","1,174","708","238","4.6","2.4"
"MinorImprovement","Rum Distillery","0","1,327","1,314","1,124","373","2.0","4.0"
"MinorImprovement","Runestone","0","984","901","561","165","4.1","2.4"
"MinorImprovement","Sack Cart","0","1,425","1,104","787","195","4.2","2.0"
"MinorImprovement","Salary","0","1,188","806","689","181","5.2","2.2"
"MinorImprovement","Salmon Fishing","0","404","233","161","46","5.0","1.6"
"MinorImprovement","Sapling","0","1,005","969","771","216","3.3","3.1"
"MinorImprovement","Sawhorse","0","1,522","1,456","1,347","354","2.5","3.3"
"MinorImprovement","Sawmill","0","1,448","788","408","133","5.4","1.3"
"MinorImprovement","Schnaps Distillery","0","1,076","716","311","92","5.0","1.2"
"MinorImprovement","Scrapyard Plow","0","969","793","712","219","3.5","3.2"
"MinorImprovement","Seal","0","1,203","1,073","825","212","4.0","2.5"
"MinorImprovement","Self Pasture","0","914","817","682","194","4.3","3.0"
"MinorImprovement","Shady Contract","0","1","1","1","0","6.0","0.0"
"MinorImprovement","Shared Wall","0","907","738","601","160","4.4","2.5"
"MinorImprovement","Shared Wall","0","907","738","601","160","4.4","2.5"
"MinorImprovement","Shears","0","1,229","695","422","92","5.1","1.1"
"MinorImprovement","Sheep Gate","0","13","8","6","0","5.4","0.0"
"MinorImprovement","Shepherd's Crook","0","1,347","842","638","164","5.2","1.7"
"MinorImprovement","Shepherd's Kitchen","0","873","666","402","102","4.8","1.7"
"MinorImprovement","Shepherd's Pipe","1","1,158","401","213","59","6.0","0.7"
"MinorImprovement","Shipyard","0","1,219","1,032","737","237","4.8","2.8"
"MinorImprovement","Simple Fireplace","0","1,403","1,333","1,087","319","3.8","3.2"
"MinorImprovement","Simple Oven","0","1,216","1,027","678","189","4.4","2.2"
"MinorImprovement","Simple Plow","0","540","455","395","80","3.8","2.1"
"MinorImprovement","Slapdash Renovation","0","1,609","1,526","1,371","393","2.9","3.5"
"MinorImprovement","Slaughter-house","1","1,095","341","142","42","6.0","0.5"
"MinorImprovement","Sleeping Corner","0","1,429","1,405","1,032","311","2.3","3.1"
"MinorImprovement","Snack Time","0","1,229","811","664","193","4.9","2.2"
"MinorImprovement","Sofa","0","1,353","1,030","698","223","4.3","2.4"
"MinorImprovement","Spade","0","1,177","716","421","108","5.6","1.3"
"MinorImprovement","Spam","0","101","86","69","18","4.2","2.5"
"MinorImprovement","Spare Fence Posts","0","1,151","1,018","853","239","4.4","3.0"
"MinorImprovement","Spices","0","1,229","406","281","79","6.0","0.9"
"MinorImprovement","Spindle","0","1,160","360","195","42","5.9","0.5"
"MinorImprovement","Spinney","0","1,475","1,419","1,230","321","2.6","3.1"
"MinorImprovement","Spit Roast","0","1,184","245","106","15","6.0","0.2"
"MinorImprovement","Stable","0","1,429","1,021","776","193","5.3","1.9"
"MinorImprovement","Star Classification Meal","0","1,357","1,147","730","252","4.4","2.7"
"MinorImprovement","Steamer","0","1,364","737","440","109","5.1","1.1"
"MinorImprovement","Steel Plow","0","1,596","1,560","1,417","394","1.8","3.5"
"MinorImprovement","Stone Axe","0","1,195","1,042","766","210","4.1","2.5"
"MinorImprovement","Stone Cart","0","1,405","1,031","612","175","4.7","1.8"
"MinorImprovement","Stone Chimney","0","1,190","1,110","614","234","3.8","2.8"
"MinorImprovement","Stone Exchange","0","1,399","1,076","709","184","5.2","1.9"
"MinorImprovement","Stone Giant","0","1,131","1,020","618","159","4.2","2.0"
"MinorImprovement","Stone House Extension","0","1,396","1,251","785","246","3.6","2.5"
"MinorImprovement","Stone House Reconstruction","0","1,505","1,395","982","277","3.9","2.6"
"MinorImprovement","Stone Tongs","0","1,440","855","473","116","5.5","1.2"
"MinorImprovement","Stone Weir","0","1,239","1,180","917","217","3.6","2.5"
"MinorImprovement","Storage Shed","0","1,444","1,102","837","302","4.4","3.0"
"MinorImprovement","Story Books","0","1,028","851","647","211","4.3","2.9"
"MinorImprovement","Straw","0","1,221","1,004","595","170","4.9","2.0"
"MinorImprovement","Straw-Thatched Hut","0","1,487","1,337","926","315","3.0","3.0"
"MinorImprovement","Straw-thatched Roof","0","1,352","1,146","688","233","3.9","2.5"
"MinorImprovement","Strawberry Patch","0","1,344","1,309","859","314","3.3","3.3"
"MinorImprovement","Sunday School","0","1,477","1,325","1,080","290","3.7","2.8"
"MinorImprovement","Sundial","0","1,243","1,003","656","160","4.5","1.8"
"MinorImprovement","Sunflower Farm","1","871","869","530","200","2.3","3.3"
"MinorImprovement","Supply Exchange","0","1,250","902","583","154","5.0","1.8"
"MinorImprovement","Swan Lake","0","1,603","1,601","1,401","453","1.6","4.0"
"MinorImprovement","Swimming Studio","0","1,393","1,050","701","150","4.7","1.5"
"MinorImprovement","Swing Plow","0","1,665","1,544","1,383","409","2.3","3.5"
"MinorImprovement","Syrup Tap","0","1,208","962","684","173","4.7","2.0"
"MinorImprovement","Tavern","0","1,307","581","205","75","5.7","0.8"
"MinorImprovement","Tea","0","1,188","657","291","74","5.8","0.9"
"MinorImprovement","The Port Le Havre","0","1,437","863","476","147","5.5","1.5"
"MinorImprovement","Threshing Board","0","960","280","103","23","6.0","0.3"
"MinorImprovement","Threshing Machine Plow","0","1,337","1,199","1,127","335","3.5","3.6"
"MinorImprovement","Thunderbolt","0","1,219","658","349","112","5.6","1.3"
"MinorImprovement","Tide Mill","0","1,018","821","491","141","4.7","2.0"
"MinorImprovement","Timetable","0","1,382","988","767","204","5.0","2.1"
"MinorImprovement","Town Hall","0","1,208","1,017","645","201","4.5","2.4"
"MinorImprovement","Treasure Map","0","1,325","1,252","1,063","332","2.2","3.6"
"MinorImprovement","Trees for the Citizens","0","1,370","1,273","887","299","3.6","3.1"
"MinorImprovement","Trip to the Lake","0","1,389","903","576","126","4.8","1.3"
"MinorImprovement","Tuileries Garden","0","1,324","1,171","811","226","3.4","2.4"
"MinorImprovement","Tunnel","0","564","473","305","81","4.4","2.1"
"MinorImprovement","Turnip Field","0","1,594","1,583","1,414","435","1.9","3.9"
"MinorImprovement","Turnwrest Plow","0","1,422","1,324","1,137","292","3.0","2.9"
"MinorImprovement","Twibil and Twivel","0","1,281","1,169","973","284","3.4","3.2"
"MinorImprovement","Underground Shed","0","845","441","239","69","4.8","1.2"
"MinorImprovement","Undisturbed Pond","0","1,416","883","668","218","4.6","2.2"
"MinorImprovement","Unwanted Goods","0","1,215","807","706","199","5.2","2.3"
"MinorImprovement","Upholstery","0","1,170","917","727","220","4.9","2.7"
"MinorImprovement","Vegetable Harvest","0","1,397","641","426","102","5.7","1.0"
"MinorImprovement","Viking Ship","0","529","467","334","85","3.4","2.3"
"MinorImprovement","Village School","0","1,465","1,233","948","334","3.9","3.3"
"MinorImprovement","Village Well","0","1,434","1,034","591","203","4.5","2.0"
"MinorImprovement","Water Mill","1","660","59","11","1","6.3","0.0"
"MinorImprovement","Watering Can","0","1,454","900","422","129","5.7","1.3"
"MinorImprovement","Weekly Market","0","1,091","342","155","50","5.7","0.7"
"MinorImprovement","Whale Oil","0","1,236","1,044","827","235","3.5","2.7"
"MinorImprovement","Whistle","0","1,238","917","679","202","4.6","2.3"
"MinorImprovement","Wild Breeding","0","1,345","617","335","92","6.1","1.0"
"MinorImprovement","Wild Chickens","0","404","353","289","75","4.3","2.7"
"MinorImprovement","Wild Fruit","0","977","966","897","254","2.9","3.7"
"MinorImprovement","Wild Game","0","1,311","545","305","86","5.8","0.9"
"MinorImprovement","Wild Greens","0","1,152","884","710","193","5.0","2.4"
"MinorImprovement","Wildlife Reserve","0","1,396","968","548","136","5.1","1.4"
"MinorImprovement","Windmill","1","1,024","251","68","25","6.1","0.3"
"MinorImprovement","Wine Closet","0","1,397","871","478","125","5.0","1.3"
"MinorImprovement","Winter Deadwood","0","1,297","1,055","822","242","5.0","2.7"
"MinorImprovement","Winter Pond","0","1,295","1,263","1,143","363","3.0","4.0"
"MinorImprovement","Wishing Fountain","0","1,179","750","368","119","4.8","1.4"
"MinorImprovement","Witches' Dance Ground","0","1,280","1,146","933","271","4.2","3.0"
"MinorImprovement","Wood Cart","0","1,369","1,313","1,034","283","2.9","3.0"
"MinorImprovement","Wood Saw","0","1,330","580","198","47","5.6","0.5"
"MinorImprovement","Wood-fired Oven","0","1,346","877","402","112","5.1","1.2"
"MinorImprovement","Wooden Crane","0","1,209","464","175","41","5.6","0.5"
"MinorImprovement","Wooden Hut Extension","1","9","7","4","2","2.0","3.2"
"MinorImprovement","Wooden Path","0","1,303","1,195","933","275","4.3","3.0"
"MinorImprovement","Wooden Strongbox","0","1,437","936","652","231","4.6","2.3"
"MinorImprovement","Woodwork","0","926","338","164","37","5.6","0.6"
"MinorImprovement","Working Gloves","1","1,331","1,103","918","248","3.8","2.7"
"MinorImprovement","Worm Bait","0","1,352","686","499","132","5.2","1.4"
"MinorImprovement","Writing Chamber","0","8","3","2","0","5.3","0.0"
"MinorImprovement","Writing Desk","0","1,582","1,480","1,233","355","3.1","3.2"
"MinorImprovement","Yoke","0","1,352","878","418","132","4.8","1.4"
"Occupation","Academic","0","1,075","369","99","29","6.0","0.4"
"Occupation","Acater","0","972","725","388","101","4.6","1.5"
"Occupation","Acquirer","0","1,238","1,183","1,055","352","2.1","4.1"
"Occupation","Acrobat","0","1,335","1,041","709","168","4.4","1.8"
"Occupation","Adoptive Parents","0","1,353","1,032","690","224","5.2","2.4"
"Occupation","Agrarian","0","1,001","113","36","7","6.0","0.1"
"Occupation","Alms Collector","0","1,134","624","455","146","4.8","1.8"
"Occupation","Amazon","0","1,274","285","90","25","6.2","0.3"
"Occupation","Animal Breeder","0","1,584","1,580","1,517","428","1.7","3.9"
"Occupation","Animal Buyer","0","1,299","958","518","161","5.3","1.8"
"Occupation","Animal Dealer","0","1,319","1,151","692","204","4.7","2.2"
"Occupation","Animal Farmer","0","688","674","549","180","2.2","3.7"
"Occupation","Animal Handler","0","1,181","409","149","36","6.2","0.4"
"Occupation","Animal Husbandry Worker","0","1,233","1,213","1,132","337","2.2","3.9"
"Occupation","Animal Keeper","0","991","282","66","14","6.3","0.2"
"Occupation","Animal Renovator","0","1,037","933","571","158","4.5","2.2"
"Occupation","Animal Tamer","0","986","432","178","51","6.0","0.7"
"Occupation","Animal Tamer's Apprentice","0","1,168","721","358","131","5.1","1.6"
"Occupation","Animal Trainer","0","1,010","150","43","7","5.9","0.1"
"Occupation","Animal Welfarist","0","1,317","715","359","81","5.6","0.9"
"Occupation","Apple Picker","0","1,323","1,191","934","230","3.8","2.5"
"Occupation","Appraiser","0","556","453","246","66","4.5","1.7"
"Occupation","Archer","0","1,122","356","134","36","6.1","0.5"
"Occupation","Art Director","0","1,312","1,239","978","239","3.2","2.6"
"Occupation","Award Winner","0","1,113","366","99","25","6.0","0.3"
"Occupation","Baker","0","1,305","1,037","594","181","4.8","2.0"
"Occupation","Baker's Servant","1","1,046","936","789","294","2.5","4.0"
"Occupation","Balance Farmer","0","867","475","235","88","5.5","1.5"
"Occupation","Banana Worker","0","390","347","248","70","4.5","2.6"
"Occupation","Banker","1","715","63","19","4","6.5","0.1"
"Occupation","Barbecue Man","1","961","210","47","11","6.2","0.2"
"Occupation","Bargain Hunter","0","1,096","574","313","88","5.6","1.1"
"Occupation","Bargaining Baker","0","1,466","1,425","1,288","318","2.4","3.1"
"Occupation","Bargaining Harvester","0","898","770","508","161","4.4","2.6"
"Occupation","Barn Master","0","993","923","646","232","3.5","3.3"
"Occupation","Barrel Maker","0","920","883","764","244","2.8","3.8"
"Occupation","Basin Maker","0","1,190","368","106","32","6.0","0.4"
"Occupation","Basketmaker","0","1,316","847","480","139","5.5","1.5"
"Occupation","Beastmaster","0","1,127","782","342","111","5.3","1.4"
"Occupation","Beauty and the Beast","0","589","569","534","174","2.2","4.2"
"Occupation","Bee Keeper","0","1,349","1,137","844","245","4.5","2.6"
"Occupation","Benefactor","0","1,380","1,339","1,100","369","2.6","3.8"
"Occupation","Berry Picker","0","1,303","981","675","135","4.8","1.5"
"Occupation","Blackberry Farmer","0","1,102","557","257","52","5.5","0.7"
"Occupation","Blacksmith","1","1,286","1,168","948","304","3.7","3.4"
"Occupation","Boar Lord","0","940","877","638","218","3.7","3.3"
"Occupation","Boat Constructor","0","527","474","313","59","3.7","1.6"
"Occupation","Boatswain","0","1,514","1,428","1,341","398","1.8","3.8"
"Occupation","Bone Collector","0","801","531","300","114","5.3","2.0"
"Occupation","Borrower","0","1,358","1,162","784","259","4.6","2.7"
"Occupation","Botanist","0","984","903","684","236","3.6","3.4"
"Occupation","Bowyer","0","856","477","209","58","5.9","1.0"
"Occupation","Braggart","1","227","227","222","105","1.0","6.6"
"Occupation","Braid Maker","0","1,061","836","457","132","4.9","1.8"
"Occupation","Branch Collector","0","1,165","675","326","91","5.7","1.1"
"Occupation","Bread Carrier","0","1,349","719","299","82","5.8","0.9"
"Occupation","Bread Seller","0","958","179","36","9","6.2","0.1"
"Occupation","Bricklayer","0","1,409","1,338","936","262","3.7","2.7"
"Occupation","Brush Maker","0","1,359","854","396","132","5.6","1.4"
"Occupation","Brushwood Collector","0","1,286","995","527","128","4.5","1.4"
"Occupation","Building Planner","0","897","605","357","104","4.8","1.7"
"Occupation","Burger Flipper","0","1,201","1,068","753","163","4.1","1.9"
"Occupation","Business Tutor","0","998","962","765","242","2.8","3.5"
"Occupation","Businessman","0","1,184","780","345","102","5.5","1.2"
"Occupation","Butcher","0","932","103","22","7","6.5","0.1"
"Occupation","Butterfly Catcher","0","28","24","22","3","4.0","1.5"
"Occupation","Cabbage Lover","0","1,546","1,427","1,217","366","3.0","3.4"
"Occupation","Cabinet Owner","0","511","495","387","109","3.7","3.0"
"Occupation","Cabinetmaker","0","1,160","317","147","49","5.9","0.6"
"Occupation","Cactus Lover","0","821","724","468","149","4.4","2.6"
"Occupation","Card Player","0","1,053","214","100","38","5.8","0.5"
"Occupation","Carpenter","0","1,367","1,225","834","235","4.2","2.5"
"Occupation","Carrot Farmer","0","814","591","365","87","4.7","1.5"
"Occupation","Casino Manager","0","1,122","1,060","854","263","3.2","3.3"
"Occupation","Cat Lover","0","1,327","1,265","960","275","2.8","3.0"
"Occupation","Cattle Breeder","0","1,357","1,262","919","283","4.3","3.0"
"Occupation","Cattle Dealer","0","1,278","1,231","1,059","275","3.2","3.1"
"Occupation","Cattle Rancher","0","1,001","955","660","159","3.3","2.3"
"Occupation","Cattle Whisperer","0","1,109","421","201","58","5.7","0.7"
"Occupation","Chairman","0","317","142","104","35","4.0","1.6"
"Occupation","Chamberlain","1","510","490","479","167","1.4","4.7"
"Occupation","Champion Breeder","0","1,216","1,196","925","313","2.2","3.7"
"Occupation","Charcoal Burner","0","1,508","1,506","1,469","481","1.5","4.6"
"Occupation","Cheapskate","0","1,155","1,101","955","265","3.7","3.3"
"Occupation","Chemist","0","1,253","363","153","33","6.0","0.4"
"Occupation","Chess Player","0","874","756","475","109","4.4","1.8"
"Occupation","Chief","0","1,533","1,447","1,096","425","2.7","4.0"
"Occupation","Chief Forester","0","174","106","71","21","4.9","1.7"
"Occupation","Chief's Daughter","0","1,486","1,419","1,040","365","3.1","3.5"
"Occupation","Child Care Worker","0","1,276","751","443","115","5.5","1.3"
"Occupation","Child Psychologist","0","1,249","1,182","1,068","382","2.1","4.4"
"Occupation","Chimney Sweep","1","987","507","206","51","5.6","0.7"
"Occupation","Church Warden","0","1,332","1,302","1,050","320","3.1","3.4"
"Occupation","Circus Manager","0","1,323","1,273","1,204","373","1.9","4.0"
"Occupation","Clay Deliveryman","0","1,398","1,151","722","216","4.9","2.2"
"Occupation","Clay Digger","0","954","135","41","10","6.3","0.2"
"Occupation","Clay Firer","0","1,054","388","103","28","6.1","0.4"
"Occupation","Clay Hut Builder","0","1,339","1,193","786","259","4.6","2.8"
"Occupation","Clay Mixer","0","1,272","670","348","77","5.4","0.9"
"Occupation","Clay Plasterer","0","1,365","966","528","137","5.3","1.4"
"Occupation","Clay Seller","0","1,401","1,065","541","148","5.5","1.5"
"Occupation","Clay Starter","0","881","695","418","107","4.4","1.7"
"Occupation","Clay Worker","0","1,287","920","556","121","5.1","1.3"
"Occupation","Clerk","0","1,178","542","286","69","5.6","0.8"
"Occupation","Cloister Dweller","0","1,550","1,514","1,370","440","2.4","4.1"
"Occupation","Coal Investor","0","1,106","1,038","886","287","3.5","3.7"
"Occupation","Coal Miner","0","939","462","177","42","5.8","0.6"
"Occupation","Cocotte","0","1,337","1,182","778","177","4.0","1.9"
"Occupation","Colliery Overman","0","521","448","272","86","4.1","2.4"
"Occupation","Commercial Baker","1","1,254","1,180","1,022","285","2.7","3.2"
"Occupation","Compost Farmer","0","988","790","473","104","4.6","1.5"
"Occupation","Conjurer","0","1,007","555","300","67","5.2","1.0"
"Occupation","Conservator","0","1,341","1,220","887","240","4.2","2.6"
"Occupation","Constable","0","1,351","1,287","923","293","2.6","3.1"
"Occupation","Contractor","0","1,306","1,007","545","165","5.0","1.8"
"Occupation","Convict Number 24601","0","1,372","1,217","807","314","4.5","3.3"
"Occupation","Cook","0","1,325","512","261","83","6.1","0.9"
"Occupation","Cookery Seller","0","474","383","299","85","4.3","2.6"
"Occupation","Cooking Instructor","1","527","60","14","6","6.3","0.2"
"Occupation","Corn Profiteer","1","1,003","202","74","14","6.2","0.2"
"Occupation","Cottar","0","726","129","50","14","6.2","0.3"
"Occupation","Country Doctor","0","1,468","1,441","1,118","319","2.0","3.1"
"Occupation","Countryman","0","1,325","837","462","131","5.2","1.4"
"Occupation","Covetous Farmer","0","1,078","276","113","24","6.2","0.3"
"Occupation","Cowboy","0","1,332","829","404","89","5.5","1.0"
"Occupation","Cowboy And Mother","0","1,150","1,000","780","198","3.6","2.5"
"Occupation","Cowherd","0","1,316","752","306","88","5.8","1.0"
"Occupation","Craft Teacher","0","3","3","3","1","4.0","4.8"
"Occupation","Crop Farmer","0","516","450","321","92","3.7","2.5"
"Occupation","Crop Rotator","0","1,257","1,157","822","247","4.3","2.8"
"Occupation","Dairy Crier","0","1,185","1,145","929","248","4.1","3.0"
"Occupation","Dancer","0","1,316","1,080","710","136","4.2","1.5"
"Occupation","Debris Dealer","0","1,233","827","471","154","5.4","1.8"
"Occupation","Debt Collector","0","1,547","1,477","1,348","401","2.5","3.7"
"Occupation","Dentist","1","1,186","717","419","108","5.2","1.3"
"Occupation","Diligent Farmer","0","1,332","1,248","736","282","3.3","3.0"
"Occupation","Diplomat","0","1,400","1,290","930","234","4.2","2.4"
"Occupation","Dock Worker","0","1,196","229","76","20","6.4","0.2"
"Occupation","Dove Hunter","0","1,265","1,133","795","250","4.3","2.8"
"Occupation","Drawing Genius","0","1,302","653","287","91","5.7","1.0"
"Occupation","Drinker of Absinthe","0","1,251","841","486","117","5.3","1.3"
"Occupation","Drunkard","0","879","818","681","195","2.9","3.2"
"Occupation","Dung Collector","0","1,279","1,132","896","302","3.4","3.4"
"Occupation","Dusk Worker","0","981","942","832","256","3.4","3.7"
"Occupation","Eager Student","1","867","515","310","108","5.0","1.8"
"Occupation","Early Expert","0","360","209","97","28","5.5","1.1"
"Occupation","Educator","0","1,537","1,534","1,488","470","1.2","4.4"
"Occupation","Elder's Daughter","0","1,020","961","669","180","4.0","2.5"
"Occupation","Employee of the Month","0","1,044","1,017","871","323","2.8","4.4"
"Occupation","Engineer","0","1,506","1,473","1,376","395","2.3","3.7"
"Occupation","Engineering Apprentice","0","1,316","1,314","1,292","407","1.7","4.4"
"Occupation","Entrepreneur","0","1,118","279","131","44","5.9","0.6"
"Occupation","Eremite","0","1,201","1,047","813","270","3.5","3.2"
"Occupation","Estate Manager","0","1,285","486","119","36","6.1","0.4"
"Occupation","Experienced Farmer","0","972","686","377","128","4.7","1.9"
"Occupation","Expert Builder","0","1,297","499","236","48","5.7","0.5"
"Occupation","Family Counselor","0","1,167","1,126","1,068","296","2.2","3.6"
"Occupation","Family Physician","0","857","657","471","88","4.6","1.5"
"Occupation","Family Planner","0","1,229","200","90","14","5.6","0.2"
"Occupation","Farm Overseer","0","918","865","587","206","3.6","3.2"
"Occupation","Farm School Graduate","0","1,311","885","629","254","3.8","2.8"
"Occupation","Farm Steward","0","1,471","1,462","1,324","407","1.6","4.0"
"Occupation","Farm Worker","0","992","929","737","182","3.8","2.6"
"Occupation","Farmer","0","1,300","1,042","637","177","5.0","1.9"
"Occupation","Fence Builder","0","1,039","520","225","62","5.7","0.9"
"Occupation","Fence Dealer","0","1,208","1,142","937","283","3.6","3.3"
"Occupation","Fence Deliveryman","0","1,306","1,079","809","190","4.3","2.1"
"Occupation","Fence Overseer","0","1,275","1,250","1,081","303","2.6","3.4"
"Occupation","Fencer","0","1,186","867","496","152","5.4","1.8"
"Occupation","Fencing Master","0","1,514","1,458","1,412","334","2.3","3.2"
"Occupation","Fiddler","0","1,243","533","294","103","5.4","1.2"
"Occupation","Field Agent","0","854","813","589","131","3.5","2.2"
"Occupation","Field Barterer","1","997","962","873","237","3.0","3.4"
"Occupation","Field Doctor","0","1,252","1,240","1,075","327","2.0","3.7"
"Occupation","Field Warden","0","1,537","1,490","1,370","416","2.3","3.9"
"Occupation","Field Watchman","0","1,504","1,501","1,494","467","1.2","4.4"
"Occupation","Field Worker","1","889","84","29","9","6.4","0.1"
"Occupation","Fieldsman","0","1,260","569","238","82","6.0","0.9"
"Occupation","Firewood Collector","0","142","118","84","17","4.4","1.7"
"Occupation","Fisherman","0","1,281","545","291","47","5.5","0.5"
"Occupation","Food Connoisseur","0","1,329","1,220","1,004","220","3.6","2.4"
"Occupation","Football Player","0","1,050","547","217","73","5.9","1.0"
"Occupation","Foreman","0","1,272","449","225","71","6.0","0.8"
"Occupation","Forest Farmer","0","1,296","1,176","931","252","4.1","2.8"
"Occupation","Forester","0","1,327","558","247","84","5.8","0.9"
"Occupation","Frame Builder","0","1,014","419","161","38","5.8","0.5"
"Occupation","Fresh Dirt Worker","0","920","907","809","307","2.1","4.8"
"Occupation","Fresh Fence Worker","0","968","725","384","115","4.7","1.7"
"Occupation","Friendly Worker","0","1,172","762","352","73","5.5","0.9"
"Occupation","Furrier","0","556","377","203","64","4.9","1.6"
"Occupation","Gardener","0","1,297","1,118","754","238","4.6","2.6"
"Occupation","Gardener's Wife","0","742","562","376","131","4.6","2.5"
"Occupation","Gardening Enthusiast","0","1,274","1,091","858","238","4.4","2.7"
"Occupation","Gelder","0","796","695","412","118","4.5","2.1"
"Occupation","Gem Hunter","0","1,141","434","166","28","5.8","0.4"
"Occupation","Giant","0","1,145","832","547","171","5.1","2.1"
"Occupation","Gleaner","1","613","385","195","77","5.5","1.8"
"Occupation","Gluten Free Baker","0","1,174","1,037","648","210","4.0","2.6"
"Occupation","Godfather","0","1,316","805","442","136","5.5","1.5"
"Occupation","Good Friend","0","1,275","996","677","151","5.0","1.7"
"Occupation","Graduate","0","926","889","480","146","3.6","2.3"
"Occupation","Grain Lover","0","1,084","981","799","189","3.0","2.5"
"Occupation","Grain Seller","0","1,293","1,288","1,114","345","1.8","3.8"
"Occupation","Grain Speculator","0","1,316","1,286","1,138","324","2.8","3.5"
"Occupation","Grantor","0","1,030","992","777","251","3.9","3.5"
"Occupation","Greengrocer","0","1,373","1,249","992","226","3.9","2.4"
"Occupation","Grocer","0","1,399","1,397","1,351","446","1.4","4.6"
"Occupation","Groom","0","964","630","303","72","5.3","1.1"
"Occupation","Groupie","1","1,120","614","304","73","5.4","0.9"
"Occupation","Guild Farmer","0","381","216","137","51","4.9","1.9"
"Occupation","Guildmaster","0","1,340","1,251","967","287","3.6","3.1"
"Occupation","Gym Trainer","0","1,083","463","204","74","6.1","1.0"
"Occupation","Haberdasher","0","1,105","946","644","202","4.5","2.6"
"Occupation","Ham Glazer","0","1,069","595","302","81","5.7","1.1"
"Occupation","Handmaid","0","1,237","1,183","732","227","3.6","2.6"
"Occupation","Harvest Helper","1","1,104","635","332","110","5.7","1.4"
"Occupation","Harvester","0","1,389","1,336","1,045","307","3.2","3.2"
"Occupation","Hasty Trader","0","1,092","742","414","125","5.4","1.6"
"Occupation","Head Of The Revolution","0","1,270","1,216","885","289","3.7","3.3"
"Occupation","Head of the Family","0","1,560","1,549","1,359","353","2.0","3.2"
"Occupation","Hedge Keeper","0","1,335","1,308","1,094","275","3.4","2.9"
"Occupation","Hedge Master","0","1,480","1,442","1,360","402","2.7","3.9"
"Occupation","Heiress","0","1,337","1,065","652","202","4.3","2.2"
"Occupation","Hen Keeper","0","948","701","359","124","5.2","1.9"
"Occupation","Herdsman","0","1,337","1,210","774","177","4.2","1.9"
"Occupation","Hewer","0","1,220","1,128","996","336","2.5","3.9"
"Occupation","Hide Farmer","0","1,349","923","487","137","5.5","1.5"
"Occupation","Hill Bandit","0","1,159","1,137","980","285","2.8","3.5"
"Occupation","Hill Cultivator","0","1,167","1,043","765","172","4.0","2.1"
"Occupation","Hill Farmer","0","1,327","1,277","1,081","250","3.0","2.7"
"Occupation","Hoarder","0","1,345","1,321","1,014","257","3.6","2.7"
"Occupation","Hobby Farmer","0","1,497","1,374","1,214","329","3.4","3.1"
"Occupation","Homesteader","0","561","422","326","124","4.7","3.2"
"Occupation","Honour Student","0","638","447","364","73","4.2","1.6"
"Occupation","Horseman","0","1,219","857","435","158","5.4","1.9"
"Occupation","House Steward","0","1,514","1,373","1,063","337","3.6","3.2"
"Occupation","Humble Farmboy","0","1,334","1,117","760","198","4.5","2.1"
"Occupation","Hunter","0","1,274","813","400","95","5.4","1.1"
"Occupation","Hut Builder","0","1,503","1,442","1,325","386","2.0","3.7"
"Occupation","Ice Cream Seller","0","388","350","268","85","4.1","3.1"
"Occupation","Immigrants Son","0","1,524","1,468","1,265","378","2.6","3.5"
"Occupation","Indentured Servant","0","1,188","928","473","134","5.1","1.6"
"Occupation","Innovative Builder","0","102","80","36","13","4.1","1.8"
"Occupation","Inventory Manager","0","1,132","1,042","831","261","3.9","3.3"
"Occupation","Jeweler","1","900","611","371","144","5.3","2.3"
"Occupation","Joiner","0","1,360","1,272","1,147","300","2.5","3.2"
"Occupation","Journeyman","0","1,265","1,081","606","213","4.5","2.4"
"Occupation","Juggler","0","1,180","451","243","42","5.5","0.5"
"Occupation","Junior Partner","0","1,012","753","387","109","5.4","1.5"
"Occupation","Junk Dealer","0","875","320","142","30","6.0","0.5"
"Occupation","Kelp Gatherer","1","1,177","1,009","732","183","4.2","2.2"
"Occupation","Khnum","0","870","711","280","76","4.7","1.2"
"Occupation","Kosher Butcher","1","912","245","88","19","6.2","0.3"
"Occupation","Lady in Waiting","0","1,502","1,456","1,376","336","2.0","3.2"
"Occupation","Lady of the Manor","0","1,259","1,201","918","292","3.3","3.3"
"Occupation","Lady with lamp","0","100","56","37","13","5.6","1.9"
"Occupation","Land Agent","0","1,353","1,297","1,106","324","3.4","3.4"
"Occupation","Land Surveyor","0","1,141","685","360","108","5.5","1.4"
"Occupation","Landscape Gardener","0","1,478","1,395","1,156","313","2.9","3.0"
"Occupation","Layabout","0","1,311","1,028","693","204","5.2","2.2"
"Occupation","Lemon Trader","0","1,247","815","414","133","5.3","1.5"
"Occupation","Livestock Expert","0","1,189","973","547","152","4.9","1.8"
"Occupation","Livestock Keeper","0","1,499","1,384","1,123","371","3.6","3.5"
"Occupation","Longbowman","0","702","129","33","13","6.4","0.3"
"Occupation","Lord of the Manor","0","1,568","1,565","1,218","471","2.0","4.3"
"Occupation","Lover","1","23","22","22","11","1.4","6.8"
"Occupation","Lumberjack","0","213","118","87","32","5.6","2.1"
